measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1411061826_ims.csv	p1	0.47825	0	106.23	832	0
BD18_1411061826_ims.csv	p2	0.50376	0	18.7126	876	0
BD18_1411061826_ims.csv	p3	0.58724	3.994	57.4274	1020	8
BD18_1411061826_ims.csv	p4	0.79596	3.463	17.7471	1380	7
BD18_1411061826_ims.csv	p5	0.63594	3.011	42.9581	1104	6
BD18_1411061826_ims.csv	p6	0.69044	3.994	21.0836	1198	8
BD18_1411061826_ims.csv	p7	0.71305	4.431	10.0378	1237	9
BD18_1411061826_ims.csv	p8	0.4968	6.474	136.545	864	13
BD18_1411061826_ims.csv	p9	0.5484	7.457	216.008	953	15
BD18_1411061826_ims.csv	p10	0.5084	11.965	15.0294	884	24
BD18_1411061826_ims.csv	p11	0.53622	8.424	34.0449	932	17
BD18_1411061826_ims.csv	p12	0.80581	19.453	14.2065	1397	39
BD18_1411061826_ims.csv	p13	0.64406	19.453	28.0393	1118	39
BD18_1411061826_ims.csv	p14	0.8406	29.328	20.1842	1457	59
BD18_1411061826_ims.csv	p15	0.81393	29.328	29.3995	1411	59
BD18_1411061826_ims.csv	p16	0.82437	29.328	11.4728	1429	59
BD18_1411061826_ims.csv	p17	0.83596	29.328	19.2496	1449	59
BD18_1411061826_ims.csv	p19	0.59768	28.876	157.563	1038	58
BD18_1411061826_ims.csv	p20	0.59768	19.453	242.71	1038	39
BD18_1411061826_ims.csv	p21	0.64348	29.328	192.01	1117	59
BD18_1411061826_ims.csv	p22	0.59768	37.3	222.658	1038	75
BD18_1411061826_ims.csv	p23	0.59826	56.192	104.223	1039	113
BD18_1411061826_ims.csv	p26	0.44752	13.479	44.0891	779	27
BD18_1411061826_ims.csv	p27	0.44694	32.869	21.4141	778	66
BD18_1411061826_ims.csv	p29	0.44694	42.76	15.2175	778	86
BD18_1411061826_ims.csv	p31	0.44694	24.945	29.3996	778	50
BD18_1411061826_ims.csv	p33	0.45274	6.037	98.3157	788	12
BD18_1411061826_ims.csv	p35	1.06613	96.003	19.5323	1846	193
BD18_1411061826_ims.csv	p37	0.95192	96.003	46.2992	1649	193
BD18_1411061826_ims.csv	p38	1.01975	96.003	30.9303	1766	193
BD18_1411061826_ims.csv	p39	1.047	96.003	22.9982	1813	193
BD18_1411061826_ims.csv	p40	0.94728	96.003	46.4153	1641	193
BD18_1411061826_ims.csv	p41	1.07483	96.455	17.6864	1861	194
BD18_1411061826_ims.csv	p42	1.0899	96.986	15.8182	1887	195
BD18_1411061826_ims.csv	p43	1.11077	96.455	15.621	1923	194
BD18_1411061826_ims.csv	p44	1.08294	96.986	16.361	1875	195
BD18_1411061826_ims.csv	p46	1.01279	96.986	33.4007	1754	195
BD18_1411061826_ims.csv	p47	1.10613	96.986	14.9495	1915	195
BD18_1411061826_ims.csv	p48	1.11947	96.986	15.8291	1938	195
BD18_1411061826_ims.csv	p49	1.14092	96.455	38.1378	1975	194
BD18_1411061826_ims.csv	p51	1.05164	96.455	21.8642	1821	194
BD18_1411061826_ims.csv	p52	1.07019	96.003	19.0236	1853	193
BD18_1411061826_ims.csv	p53	1.09686	96.986	14.9621	1899	195
BD18_1411061826_ims.csv	p54	1.10265	96.986	14.6861	1909	195
BD18_1411061826_ims.csv	p55	0.98032	96.003	54.7162	1698	193
BD18_1411061826_ims.csv	p57	1.04062	96.003	25.1301	1802	193
BD18_1411061826_ims.csv	p58	1.05975	96.003	20.198	1835	193
BD18_1411061826_ims.csv	p60	0.96525	96.003	45.1742	1672	193
BD18_1411061826_ims.csv	p61	0.96003	96.986	46.3657	1663	195
BD18_1411061826_ims.csv	p63	0.92467	94.022	107.981	1602	189
BD18_1411061826_ims.csv	p64	0.60638	101.525	89.0137	1053	204
BD18_1411061826_ims.csv	p65	0.8893	116.392	117.017	1541	234
