measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1410161016_ims.csv	p1	0.47921	0	66.0826	823	0
BD18_1410161016_ims.csv	p3	0.50388	0	19.6769	865	0
BD18_1410161016_ims.csv	p4	0.58963	3.494	51.3391	1011	7
BD18_1410161016_ims.csv	p5	0.814	3.494	11.012	1393	7
BD18_1410161016_ims.csv	p6	0.63486	2.527	17.2279	1088	5
BD18_1410161016_ims.csv	p7	0.69007	4.009	40.5751	1182	8
BD18_1410161016_ims.csv	p8	0.7952	3.494	37.2958	1361	7
BD18_1410161016_ims.csv	p9	0.71943	2.964	12.9015	1232	6
BD18_1410161016_ims.csv	p10	0.49918	6.926	35.0984	857	14
BD18_1410161016_ims.csv	p11	0.54793	7.893	68.5254	940	16
BD18_1410161016_ims.csv	p12	0.53618	8.939	11.2979	920	18
BD18_1410161016_ims.csv	p14	0.45219	12.901	15.7958	777	26
BD18_1410161016_ims.csv	p15	0.45572	5.959	48.9365	783	12
BD18_1410161016_ims.csv	p16	0.76818	27.347	12.9578	1315	55
BD18_1410161016_ims.csv	p17	0.86979	28.298	25.89	1488	57
BD18_1410161016_ims.csv	p20	0.80284	27.783	18.5287	1374	56
BD18_1410161016_ims.csv	p21	0.84571	29.359	541.768	1447	59
BD18_1410161016_ims.csv	p23	0.94321	30.326	10.6886	1613	61
BD18_1410161016_ims.csv	p24	0.87625	28.298	27.881	1499	57
BD18_1410161016_ims.csv	p26	0.89798	28.298	24.32	1536	57
BD18_1410161016_ims.csv	p28	0.91619	28.298	36.9181	1567	57
BD18_1410161016_ims.csv	p31	0.76055	27.783	18.3518	1302	56
BD18_1410161016_ims.csv	p33	0.78756	27.783	26.3119	1348	56
BD18_1410161016_ims.csv	p35	0.64719	27.783	221.301	1109	56
BD18_1410161016_ims.csv	p36	0.60725	89.575	11.3788	1041	180
BD18_1410161016_ims.csv	p37	0.87625	91.541	10.7713	1499	184
BD18_1410161016_ims.csv	p38	0.90503	92.508	28.1787	1548	186
BD18_1410161016_ims.csv	p40	1.02426	94.006	43.5056	1751	189
BD18_1410161016_ims.csv	p43	0.95731	94.006	59.2367	1637	189
BD18_1410161016_ims.csv	p44	1.05246	94.536	32.4527	1799	190
BD18_1410161016_ims.csv	p46	1.05892	96.034	29.9613	1810	193
BD18_1410161016_ims.csv	p48	0.95143	94.006	58.1422	1627	189
BD18_1410161016_ims.csv	p51	1.01134	96.034	51.8736	1729	193
BD18_1410161016_ims.csv	p55	1.12646	96.034	21.7591	1925	193
BD18_1410161016_ims.csv	p57	0.94556	94.006	58.3659	1617	189
BD18_1410161016_ims.csv	p61	0.93792	96.47	58.8727	1604	194
BD18_1410161016_ims.csv	p64	1.07771	96.034	24.3947	1842	193
BD18_1410161016_ims.csv	p67	1.09651	96.034	20.2148	1874	193
BD18_1410161016_ims.csv	p70	1.10297	94.536	19.7032	1885	190
BD18_1410161016_ims.csv	p72	0.96435	97.952	60.0993	1649	197
BD18_1410161016_ims.csv	p75	1.08358	97.952	22.968	1852	197
BD18_1410161016_ims.csv	p77	1.1153	97.952	22.6675	1906	197
BD18_1410161016_ims.csv	p83	0.97845	96.034	77.2305	1673	193
BD18_1410161016_ims.csv	p85	1.06831	95.066	26.4642	1826	191
BD18_1410161016_ims.csv	p90	1.09005	96.034	22.2903	1863	193
BD18_1410161016_ims.csv	p92	1.10943	95.066	22.4438	1896	191
BD18_1410161016_ims.csv	p95	1.14056	94.536	35.5301	1949	190
BD18_1410161016_ims.csv	p97	0.92618	91.978	89.4889	1584	185
BD18_1410161016_ims.csv	p100	0.60549	104.458	16.2226	1038	210
BD18_1410161016_ims.csv	p101	0.888	115.939	30.19	1519	233
