measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1410160954_ims.csv	p1	0.47945	0	57.9831	824	0
BD18_1410160954_ims.csv	p2	0.50351	0	23.1804	865	0
BD18_1410160954_ims.csv	p3	0.8228	2.465	13.4106	1409	5
BD18_1410160954_ims.csv	p4	0.58979	3.962	21.8013	1012	8
BD18_1410160954_ims.csv	p5	0.68957	3.962	21.9319	1182	8
BD18_1410160954_ims.csv	p6	0.7506	2.465	10.6404	1286	5
BD18_1410160954_ims.csv	p7	0.79404	3.525	30.188	1360	7
BD18_1410160954_ims.csv	p8	0.6344	2.465	24.0187	1088	5
BD18_1410160954_ims.csv	p9	0.7195	2.901	17.9891	1233	6
BD18_1410160954_ims.csv	p10	0.54695	7.472	97.0067	939	15
BD18_1410160954_ims.csv	p11	0.49882	7.472	38.3631	857	15
BD18_1410160954_ims.csv	p12	0.57101	19.422	10.982	980	39
BD18_1410160954_ims.csv	p14	0.89557	27.862	13.2834	1533	56
BD18_1410160954_ims.csv	p17	0.81693	27.331	24.4396	1399	55
BD18_1410160954_ims.csv	p18	0.8451	28.829	686.359	1447	58
BD18_1410160954_ims.csv	p20	0.75941	31.372	14.9088	1301	63
BD18_1410160954_ims.csv	p22	0.87562	27.862	26.6675	1499	56
BD18_1410160954_ims.csv	p25	0.8809	27.862	27.3062	1508	56
BD18_1410160954_ims.csv	p27	0.78993	31.372	19.557	1353	63
BD18_1410160954_ims.csv	p30	0.91494	30.326	35.1086	1566	61
BD18_1410160954_ims.csv	p32	0.64731	26.801	166.912	1110	54
BD18_1410160954_ims.csv	p33	0.64672	31.372	188.954	1109	63
BD18_1410160954_ims.csv	p34	0.88266	91.494	14.2273	1511	184
BD18_1410160954_ims.csv	p35	0.90496	92.024	32.3904	1549	185
BD18_1410160954_ims.csv	p37	1.11684	94.489	22.9908	1910	190
BD18_1410160954_ims.csv	p39	1.04171	94.489	36.5754	1782	190
BD18_1410160954_ims.csv	p40	0.95309	93.959	59.0549	1631	189
BD18_1410160954_ims.csv	p41	1.08632	94.489	22.5498	1858	190
BD18_1410160954_ims.csv	p43	0.95955	93.959	59.5274	1642	189
BD18_1410160954_ims.csv	p45	1.0558	93.959	31.1917	1806	189
BD18_1410160954_ims.csv	p48	0.93783	95.924	57.2836	1605	193
BD18_1410160954_ims.csv	p49	1.07399	96.533	25.2558	1837	194
BD18_1410160954_ims.csv	p51	1.01296	95.924	49.4425	1733	193
BD18_1410160954_ims.csv	p53	0.93314	95.924	58.9089	1597	193
BD18_1410160954_ims.csv	p54	0.96307	98.03	59.8033	1648	197
BD18_1410160954_ims.csv	p55	1.06519	97.484	27.5278	1822	196
BD18_1410160954_ims.csv	p58	1.09219	94.489	20.987	1868	190
BD18_1410160954_ims.csv	p60	0.94311	98.467	57.9385	1614	198
BD18_1410160954_ims.csv	p62	1.04993	96.533	32.9873	1796	194
BD18_1410160954_ims.csv	p64	1.07869	98.03	23.7964	1845	197
BD18_1410160954_ims.csv	p68	1.10041	98.467	19.6922	1882	198
BD18_1410160954_ims.csv	p71	1.11449	95.472	23.1538	1906	192
BD18_1410160954_ims.csv	p75	0.94781	94.489	57.545	1622	190
BD18_1410160954_ims.csv	p81	1.13856	94.489	34.8227	1947	190
BD18_1410160954_ims.csv	p83	0.87444	91.494	10.2387	1497	184
BD18_1410160954_ims.csv	p84	0.92551	101.478	86.4939	1584	204
BD18_1410160954_ims.csv	p87	0.97891	93.959	76.9564	1675	189
BD18_1410160954_ims.csv	p91	0.88794	115.378	37.5752	1520	232
