measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1411061750_ims.csv	p1	0.47871	0	154.852	832	0
BD18_1411061750_ims.csv	p2	0.5025	0	21.8821	873	0
BD18_1411061750_ims.csv	p3	0.59651	2.48	14.3278	1035	5
BD18_1411061750_ims.csv	p5	0.63655	3.026	14.4823	1104	6
BD18_1411061750_ims.csv	p6	0.72244	3.026	10.8035	1252	6
BD18_1411061750_ims.csv	p7	0.79556	3.463	28.6129	1378	7
BD18_1411061750_ims.csv	p8	0.81587	3.994	10.8968	1413	8
BD18_1411061750_ims.csv	p9	0.69052	3.994	51.7903	1197	8
BD18_1411061750_ims.csv	p10	0.58781	3.994	136.82	1020	8
BD18_1411061750_ims.csv	p11	0.71025	3.994	10.0013	1231	8
BD18_1411061750_ims.csv	p12	0.58142	7.472	19.2202	1009	15
BD18_1411061750_ims.csv	p13	0.60463	3.463	11.7499	1049	7
BD18_1411061750_ims.csv	p14	0.54834	7.472	319.392	952	15
BD18_1411061750_ims.csv	p15	0.4967	6.412	173.033	863	13
BD18_1411061750_ims.csv	p16	0.535	9.438	21.2437	929	19
BD18_1411061750_ims.csv	p17	0.50888	11.95	35.5839	884	24
BD18_1411061750_ims.csv	p18	0.71838	26.817	11.5757	1245	54
BD18_1411061750_ims.csv	p19	0.79556	27.799	11.1902	1378	56
BD18_1411061750_ims.csv	p20	0.81877	28.408	18.751	1418	57
BD18_1411061750_ims.csv	p21	0.78511	27.799	11.9079	1360	56
BD18_1411061750_ims.csv	p23	0.7619	27.347	13.9631	1320	55
BD18_1411061750_ims.csv	p24	0.88203	27.799	10.233	1527	56
BD18_1411061750_ims.csv	p25	0.84721	29.391	684.267	1467	59
BD18_1411061750_ims.csv	p27	0.80194	27.799	11.9736	1389	56
BD18_1411061750_ims.csv	p30	0.87796	27.799	10.9722	1520	56
BD18_1411061750_ims.csv	p32	0.91801	27.799	15.052	1589	56
BD18_1411061750_ims.csv	p34	0.78105	27.799	12.4701	1353	56
BD18_1411061750_ims.csv	p35	0.57678	42.354	10.7228	1001	85
BD18_1411061750_ims.csv	p38	0.6441	23.416	30.8824	1117	47
BD18_1411061750_ims.csv	p40	0.64352	27.347	306.632	1116	55
BD18_1411061750_ims.csv	p41	0.6232	89.466	42.5327	1081	180
BD18_1411061750_ims.csv	p42	0.62727	73.071	10.1659	1088	147
BD18_1411061750_ims.csv	p43	0.62727	89.466	38.8894	1088	180
BD18_1411061750_ims.csv	p44	0.60696	58.656	24.3666	1053	118
BD18_1411061750_ims.csv	p45	0.60696	73.071	30.574	1053	147
BD18_1411061750_ims.csv	p46	0.60696	89.466	112.876	1053	180
BD18_1411061750_ims.csv	p47	1.05786	93.475	28.291	1830	188
BD18_1411061750_ims.csv	p52	0.95921	93.475	54.2813	1660	188
BD18_1411061750_ims.csv	p55	0.98184	93.475	65.7239	1699	188
BD18_1411061750_ims.csv	p57	1.07295	93.475	25.1868	1856	188
BD18_1411061750_ims.csv	p61	0.95573	93.475	53.9417	1654	188
BD18_1411061750_ims.csv	p62	1.01724	94.989	43.3699	1760	191
BD18_1411061750_ims.csv	p66	1.11996	93.475	21.9863	1937	188
BD18_1411061750_ims.csv	p67	1.0509	96.97	30.914	1818	195
BD18_1411061750_ims.csv	p69	1.06715	93.475	27.571	1846	188
BD18_1411061750_ims.csv	p73	1.0422	96.97	33.4048	1803	195
BD18_1411061750_ims.csv	p74	1.0126	96.97	44.9018	1752	195
BD18_1411061750_ims.csv	p77	1.06193	96.439	27.6442	1837	194
BD18_1411061750_ims.csv	p79	1.09094	96.97	20.4633	1887	195
BD18_1411061750_ims.csv	p80	0.99635	96.97	51.1908	1724	195
BD18_1411061750_ims.csv	p82	1.10023	96.97	19.4118	1903	195
BD18_1411061750_ims.csv	p86	0.93251	96.97	49.2436	1614	195
BD18_1411061750_ims.csv	p89	1.11532	94.006	21.4616	1929	189
BD18_1411061750_ims.csv	p98	0.90176	94.989	10.5188	1561	191
BD18_1411061750_ims.csv	p101	1.02304	98.499	40.6131	1770	198
BD18_1411061750_ims.csv	p107	0.95225	98.935	51.7555	1648	199
BD18_1411061750_ims.csv	p109	1.0834	94.006	23.3609	1874	189
BD18_1411061750_ims.csv	p114	1.09675	100.449	20.1009	1897	202
BD18_1411061750_ims.csv	p116	1.03001	98.935	38.7783	1782	199
BD18_1411061750_ims.csv	p118	1.14201	94.989	53.234	1975	191
BD18_1411061750_ims.csv	p120	0.92555	102.399	104.057	1602	206
BD18_1411061750_ims.csv	p121	0.88957	116.314	31.5591	1540	234
BD18_1411061750_ims.csv	p122	0.6232	118.342	19.2806	1081	238
BD18_1411061750_ims.csv	p130	0.60696	143.676	34.5879	1053	289
BD18_1411061750_ims.csv	p131	0.60696	105.971	119.843	1053	213
BD18_1411061750_ims.csv	p136	0.62727	106.954	35.1754	1088	215
