measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1410161009_ims.csv	p1	0.47921	0	53.3587	823	0
BD18_1410161009_ims.csv	p2	0.50329	0	22.4472	864	0
BD18_1410161009_ims.csv	p3	0.82398	3.057	10.199	1410	6
BD18_1410161009_ims.csv	p4	0.89622	3.588	14.668	1533	7
BD18_1410161009_ims.csv	p5	0.58904	4.024	10.768	1010	8
BD18_1410161009_ims.csv	p6	0.69007	4.024	19.1086	1182	8
BD18_1410161009_ims.csv	p7	0.7952	3.588	33.4774	1361	7
BD18_1410161009_ims.csv	p8	0.63544	3.057	30.8756	1089	6
BD18_1410161009_ims.csv	p9	0.7212	3.057	13.2783	1235	6
BD18_1410161009_ims.csv	p10	0.49918	7.519	27.1203	857	15
BD18_1410161009_ims.csv	p11	0.54793	7.987	38.1809	940	16
BD18_1410161009_ims.csv	p12	0.4563	6.037	21.304	784	12
BD18_1410161009_ims.csv	p13	0.64837	19.406	18.0318	1111	39
BD18_1410161009_ims.csv	p14	0.80342	19.406	22.8377	1375	39
BD18_1410161009_ims.csv	p15	0.70945	24.944	12.5306	1215	50
BD18_1410161009_ims.csv	p16	0.77347	28.891	10.6586	1324	58
BD18_1410161009_ims.csv	p17	0.76113	28.891	11.7503	1303	58
BD18_1410161009_ims.csv	p18	0.91502	28.891	12.4242	1565	58
BD18_1410161009_ims.csv	p19	0.81282	28.891	145.094	1391	58
BD18_1410161009_ims.csv	p20	0.83925	28.891	103.879	1436	58
BD18_1410161009_ims.csv	p21	0.85452	28.891	79.0387	1462	58
BD18_1410161009_ims.csv	p22	0.64719	28.891	220.428	1109	58
BD18_1410161009_ims.csv	p23	0.82985	55.832	20.6523	1420	112
BD18_1410161009_ims.csv	p24	0.84336	55.832	17.2731	1443	112
BD18_1410161009_ims.csv	p25	0.84689	55.832	16.8442	1449	112
BD18_1410161009_ims.csv	p26	0.85981	55.832	28.3196	1471	112
BD18_1410161009_ims.csv	p27	0.59785	46.269	27.5574	1025	93
BD18_1410161009_ims.csv	p30	0.59727	19.406	243.612	1024	39
BD18_1410161009_ims.csv	p31	0.59727	36.831	195.616	1024	74
BD18_1410161009_ims.csv	p32	0.59785	55.832	526.438	1025	112
BD18_1410161009_ims.csv	p33	0.58611	69.732	17.5757	1005	140
BD18_1410161009_ims.csv	p34	0.68537	85.067	14.7436	1174	171
BD18_1410161009_ims.csv	p36	0.90679	93.522	30.2373	1551	188
BD18_1410161009_ims.csv	p37	0.88095	93.085	13.4299	1507	187
BD18_1410161009_ims.csv	p38	1.05422	96.096	25.7989	1802	193
BD18_1410161009_ims.csv	p39	1.08065	96.096	20.1489	1847	193
BD18_1410161009_ims.csv	p40	1.11236	96.611	18.9822	1901	194
BD18_1410161009_ims.csv	p41	1.10767	96.611	17.8526	1893	194
BD18_1410161009_ims.csv	p42	1.11706	96.096	19.4432	1909	193
BD18_1410161009_ims.csv	p43	1.0736	96.611	21.9162	1835	194
BD18_1410161009_ims.csv	p45	0.87508	93.522	12.3912	1497	188
BD18_1410161009_ims.csv	p46	1.01134	96.096	42.762	1729	193
BD18_1410161009_ims.csv	p47	0.95731	96.096	55.7815	1637	193
BD18_1410161009_ims.csv	p48	1.06655	96.096	23.814	1823	193
BD18_1410161009_ims.csv	p49	1.09239	96.611	17.8183	1867	194
BD18_1410161009_ims.csv	p50	1.12352	97.063	17.707	1920	195
BD18_1410161009_ims.csv	p52	1.13938	96.611	28.2251	1947	194
BD18_1410161009_ims.csv	p53	1.03601	96.096	32.7016	1771	193
BD18_1410161009_ims.csv	p54	1.05774	96.611	25.8872	1808	194
BD18_1410161009_ims.csv	p56	0.86979	93.085	11.019	1488	187
BD18_1410161009_ims.csv	p57	0.88683	99.528	14.5186	1517	200
BD18_1410161009_ims.csv	p60	0.90092	95.113	29.9083	1541	191
BD18_1410161009_ims.csv	p61	0.97904	95.565	69.5727	1674	192
BD18_1410161009_ims.csv	p62	0.92618	99.013	92.3923	1584	199
BD18_1410161009_ims.csv	p64	0.60725	102.086	20.3898	1041	205
BD18_1410161009_ims.csv	p65	0.888	115.986	36.235	1519	233
