file_name peak_id t r sid col
BD18_1410161000_ims.csv 69 1.1154 96.05 23 #A7DC49
BD18_1410161000_ims.csv 69 0.94934 95.519 23 #A7DC49
BD18_1410161000_ims.csv 71 0.9599 97.001 23 #3A5D16
BD18_1410161000_ims.csv 69 1.06376 96.05 23 #A7DC49
BD18_1410161000_ims.csv 71 1.1107 97.001 23 #3A5D16
BD18_1410161000_ims.csv 34 1.04498 96.487 23 #D68295
BD18_1410161000_ims.csv 69 1.07432 95.519 23 #A7DC49
BD18_1410161000_ims.csv 69 1.13769 96.05 23 #A7DC49
BD18_1410161000_ims.csv 34 0.97868 96.487 23 #D68295
BD18_1410161000_ims.csv 77 0.86954 93.039 23 #31E0F7
BD18_1410161000_ims.csv 55 0.90474 93.569 23 #033BB3
BD18_1410161000_ims.csv 103 0.92528 98.951 23 #4842EA
BD18_1410161000_ims.csv 60 0.60608 102.524 23 #5A865E
BD18_1410161000_ims.csv 45 0.88773 115.394 23 #57BB3A
BD18_1410161004_ims.csv 1 0.47886 0 24 #B3D6C8
BD18_1410161004_ims.csv 1 0.48473 0 24 #B3D6C8
BD18_1410161004_ims.csv 1 0.50175 0 24 #B3D6C8
BD18_1410161004_ims.csv 3 0.82338 2.558 24 #BD9487
BD18_1410161004_ims.csv 5 0.68898 4.04 24 #45F6F8
BD18_1410161004_ims.csv 6 0.72067 3.526 24 #B04473
BD18_1410161004_ims.csv 6 0.89616 3.526 24 #B04473
BD18_1410161004_ims.csv 6 0.79404 3.526 24 #B04473
BD18_1410161004_ims.csv 6 0.63557 3.073 24 #B04473
BD18_1410161004_ims.csv 100 0.49882 7.472 24 #3023EE
BD18_1410161004_ims.csv 100 0.54753 7.472 24 #3023EE
BD18_1410161004_ims.csv 38 0.45539 5.975 24 #7FC8C0
BD18_1410161004_ims.csv 138 0.64789 18.923 24 #D0E43B
BD18_1410161004_ims.csv 138 0.80284 18.923 24 #D0E43B
BD18_1410161004_ims.csv 138 0.84979 18.923 24 #D0E43B
BD18_1410161004_ims.csv 15 0.83864 28.954 24 #EDD2E7
BD18_1410161004_ims.csv 15 0.85273 28.954 24 #EDD2E7
BD18_1410161004_ims.csv 15 0.88266 29.39 24 #EDD2E7
BD18_1410161004_ims.csv 15 0.87503 28.954 24 #EDD2E7
BD18_1410161004_ims.csv 15 0.86857 28.954 24 #EDD2E7
BD18_1410161004_ims.csv 17 0.64672 28.954 24 #FAF8DF
BD18_1410161004_ims.csv 15 0.81164 28.954 24 #EDD2E7
BD18_1410161004_ims.csv 49 0.59683 28.423 24 #21E96F
BD18_1410161004_ims.csv 138 0.59683 18.923 24 #D0E43B
BD18_1410161004_ims.csv 15 0.89557 28.954 24 #EDD2E7
BD18_1410161004_ims.csv 15 0.92081 29.39 24 #EDD2E7
BD18_1410161004_ims.csv 159 0.97187 32.37 24 #8D8A2A
BD18_1410161004_ims.csv 122 0.59683 36.878 24 #B8A76D
BD18_1410161004_ims.csv 47 0.68957 26.411 24 #31C228
BD18_1410161004_ims.csv 156 0.68898 33.337 24 #EBED65
BD18_1410161004_ims.csv 147 0.59742 55.754 24 #183764
BD18_1410161004_ims.csv 93 0.48473 64.693 24 #9928A5
BD18_1410161004_ims.csv 94 0.48473 79.607 24 #5D288A
BD18_1410161004_ims.csv 97 0.61033 90.62 24 #E18D0F
BD18_1410161004_ims.csv 77 0.8721 92.555 24 #31E0F7
BD18_1410161004_ims.csv 69 1.0781 96.112 24 #A7DC49
BD18_1410161004_ims.csv 34 1.03819 96.548 24 #D68295
BD18_1410161004_ims.csv 34 1.05404 96.548 24 #D68295
BD18_1410161004_ims.csv 69 1.06754 96.112 24 #A7DC49
BD18_1410161004_ims.csv 69 1.07223 95.581 24 #A7DC49
BD18_1410161004_ims.csv 34 1.08867 96.548 24 #D68295
BD18_1410161004_ims.csv 34 1.13621 96.548 24 #D68295
BD18_1410161004_ims.csv 69 1.10334 96.112 24 #A7DC49
BD18_1410161004_ims.csv 69 1.11449 96.112 24 #A7DC49
BD18_1410161004_ims.csv 34 0.94781 96.548 24 #D68295
BD18_1410161004_ims.csv 77 0.87679 92.992 24 #31E0F7
BD18_1410161004_ims.csv 34 1.0828 96.548 24 #D68295
BD18_1410161004_ims.csv 34 1.10804 96.548 24 #D68295
BD18_1410161004_ims.csv 34 1.12447 96.548 24 #D68295
BD18_1410161004_ims.csv 34 1.13973 96.548 24 #D68295
BD18_1410161004_ims.csv 34 1.06108 96.548 24 #D68295
BD18_1410161004_ims.csv 55 0.9032 93.522 24 #033BB3
BD18_1410161004_ims.csv 34 0.9572 96.548 24 #D68295
BD18_1410161004_ims.csv 69 0.9795 96.112 24 #A7DC49
BD18_1410161004_ims.csv 72 0.92492 99.544 24 #53C928
BD18_1410161004_ims.csv 98 0.60505 103.054 24 #DE5E90
BD18_1410161004_ims.csv 45 0.88794 115.939 24 #57BB3A
BD18_1410161004_ims.csv 99 0.48473 148.278 24 #C31304
BD18_1410161013_ims.csv 1 0.50398 0 25 #B3D6C8
BD18_1410161013_ims.csv 1 0.50809 0 25 #B3D6C8
BD18_1410161013_ims.csv 1 0.52862 0 25 #B3D6C8
BD18_1410161013_ims.csv 1 0.47816 0 25 #B3D6C8
BD18_1410161013_ims.csv 1 0.49987 0 25 #B3D6C8
BD18_1410161013_ims.csv 1 0.49576 0 25 #B3D6C8
BD18_1410161013_ims.csv 3 0.72108 2.543 25 #BD9487
BD18_1410161013_ims.csv 6 0.63542 3.073 25 #B04473
BD18_1410161013_ims.csv 6 0.79384 3.51 25 #B04473
BD18_1410161013_ims.csv 6 0.58847 3.51 25 #B04473
BD18_1410161013_ims.csv 5 0.68881 4.04 25 #45F6F8
BD18_1410161013_ims.csv 100 0.5474 7.581 25 #3023EE
BD18_1410161013_ims.csv 10 0.53743 9.017 25 #2BE093
BD18_1410161013_ims.csv 12 0.58437 8.034 25 #7B2FD1
BD18_1410161013_ims.csv 39 0.50926 13.4 25 #8DF2BA
BD18_1410161013_ims.csv 13 0.45293 9.984 25 #8BACE9
BD18_1410161013_ims.csv 38 0.45528 5.99 25 #7FC8C0
BD18_1410161013_ims.csv 160 0.59728 23.962 25 #22FAFA
BD18_1410161013_ims.csv 74 0.4987 6.942 25 #ED8ECB
BD18_1410161013_ims.csv 1 0.48403 0 25 #B3D6C8
BD18_1410161013_ims.csv 119 0.48403 15.959 25 #DF6E96
BD18_1410161013_ims.csv 66 0.48403 24.398 25 #2117F5
BD18_1410161013_ims.csv 48 0.80558 27.472 25 #C5AE95
BD18_1410161013_ims.csv 48 0.81556 27.472 25 #C5AE95
BD18_1410161013_ims.csv 47 0.75805 26.863 25 #31C228
BD18_1410161013_ims.csv 48 0.89888 27.472 25 #C5AE95
BD18_1410161013_ims.csv 48 0.87541 27.472 25 #C5AE95
BD18_1410161013_ims.csv 48 0.89184 27.472 25 #C5AE95
BD18_1410161013_ims.csv 47 0.78622 26.863 25 #31C228
BD18_1410161013_ims.csv 48 0.88245 27.472 25 #C5AE95
BD18_1410161013_ims.csv 67 0.84489 29.936 25 #E6FE79
BD18_1410161013_ims.csv 161 0.91765 31.871 25 #FC89B4
BD18_1410161013_ims.csv 162 0.59728 55.302 25 #51B604
BD18_1410161013_ims.csv 83 0.64715 48.36 25 #4A2803
BD18_1410161013_ims.csv 30 0.64656 32.386 25 #CCDABC
BD18_1410161013_ims.csv 110 0.48403 52.759 25 #8C8CD3
BD18_1410161013_ims.csv 89 0.48403 63.196 25 #D9C70A
BD18_1410161013_ims.csv 96 0.48403 78.624 25 #048212
BD18_1410161013_ims.csv 55 1.02738 93.584 25 #033BB3
BD18_1410161013_ims.csv 55 0.95051 93.132 25 #033BB3
BD18_1410161013_ims.csv 56 1.03853 95.066 25 #91B26F
BD18_1410161013_ims.csv 69 1.08488 95.597 25 #A7DC49
BD18_1410161013_ims.csv 69 1.12126 95.597 25 #A7DC49
BD18_1410161013_ims.csv 69 1.05965 95.597 25 #A7DC49
BD18_1410161013_ims.csv 55 1.06728 93.584 25 #033BB3
BD18_1410161013_ims.csv 55 0.95931 93.132 25 #033BB3
BD18_1410161013_ims.csv 69 1.11833 95.597 25 #A7DC49
BD18_1410161013_ims.csv 57 1.11129 94.099 25 #5A6D1B
BD18_1410161013_ims.csv 157 1.07374 98.03 25 #EE03CE
BD18_1410161013_ims.csv 70 0.94582 97.516 25 #7CCE38
BD18_1410161013_ims.csv 70 1.06376 97.516 25 #7CCE38
BD18_1410161013_ims.csv 103 0.94054 99.013 25 #4842EA
BD18_1410161013_ims.csv 56 0.97926 95.066 25 #91B26F
BD18_1410161013_ims.csv 69 1.0796 95.597 25 #A7DC49
BD18_1410161013_ims.csv 69 1.05085 95.597 25 #A7DC49
BD18_1410161013_ims.csv 70 1.09779 97.516 25 #7CCE38
BD18_1410161013_ims.csv 71 1.10483 97.079 25 #3A5D16
BD18_1410161013_ims.csv 69 1.09075 95.597 25 #A7DC49
BD18_1410161013_ims.csv 56 1.13828 95.066 25 #91B26F
BD18_1410161013_ims.csv 71 1.11481 97.079 25 #3A5D16
BD18_1410161013_ims.csv 153 0.9024 91.556 25 #47BBFE
BD18_1410161013_ims.csv 60 0.92469 102.071 25 #5A865E
BD18_1410161013_ims.csv 45 0.88831 115.97 25 #57BB3A
BD18_1410161013_ims.csv 163 0.48403 145.845 25 #AAB3D9
BD18_1410160954_ims.csv 1 0.47945 0 26 #B3D6C8
BD18_1410160954_ims.csv 1 0.50351 0 26 #B3D6C8
BD18_1410160954_ims.csv 3 0.8228 2.465 26 #BD9487
BD18_1410160954_ims.csv 8 0.58979 3.962 26 #9CC9CA
BD18_1410160954_ims.csv 5 0.68957 3.962 26 #45F6F8
BD18_1410160954_ims.csv 3 0.7506 2.465 26 #BD9487
BD18_1410160954_ims.csv 6 0.79404 3.525 26 #B04473
BD18_1410160954_ims.csv 3 0.6344 2.465 26 #BD9487
BD18_1410160954_ims.csv 3 0.7195 2.901 26 #BD9487
BD18_1410160954_ims.csv 100 0.54695 7.472 26 #3023EE
BD18_1410160954_ims.csv 100 0.49882 7.472 26 #3023EE
BD18_1410160954_ims.csv 11 0.57101 19.422 26 #1CC18B
BD18_1410160954_ims.csv 48 0.89557 27.862 26 #C5AE95
BD18_1410160954_ims.csv 48 0.81693 27.331 26 #C5AE95
BD18_1410160954_ims.csv 49 0.8451 28.829 26 #21E96F
BD18_1410160954_ims.csv 75 0.75941 31.372 26 #BF5C9E
BD18_1410160954_ims.csv 48 0.87562 27.862 26 #C5AE95
BD18_1410160954_ims.csv 48 0.8809 27.862 26 #C5AE95
BD18_1410160954_ims.csv 75 0.78993 31.372 26 #BF5C9E
BD18_1410160954_ims.csv 82 0.91494 30.326 26 #F59C1A
BD18_1410160954_ims.csv 47 0.64731 26.801 26 #31C228
BD18_1410160954_ims.csv 75 0.64672 31.372 26 #BF5C9E
BD18_1410160954_ims.csv 153 0.88266 91.494 26 #47BBFE
BD18_1410160954_ims.csv 114 0.90496 92.024 26 #682824
BD18_1410160954_ims.csv 113 1.11684 94.489 26 #541F89
BD18_1410160954_ims.csv 113 1.04171 94.489 26 #541F89
BD18_1410160954_ims.csv 57 0.95309 93.959 26 #5A6D1B
BD18_1410160954_ims.csv 113 1.08632 94.489 26 #541F89
BD18_1410160954_ims.csv 57 0.95955 93.959 26 #5A6D1B
BD18_1410160954_ims.csv 57 1.0558 93.959 26 #5A6D1B
BD18_1410160954_ims.csv 69 0.93783 95.924 26 #A7DC49
BD18_1410160954_ims.csv 34 1.07399 96.533 26 #D68295
BD18_1410160954_ims.csv 69 1.01296 95.924 26 #A7DC49
BD18_1410160954_ims.csv 69 0.93314 95.924 26 #A7DC49
BD18_1410160954_ims.csv 157 0.96307 98.03 26 #EE03CE
BD18_1410160954_ims.csv 70 1.06519 97.484 26 #7CCE38
BD18_1410160954_ims.csv 113 1.09219 94.489 26 #541F89
BD18_1410160954_ims.csv 58 0.94311 98.467 26 #960883
BD18_1410160954_ims.csv 34 1.04993 96.533 26 #D68295
BD18_1410160954_ims.csv 157 1.07869 98.03 26 #EE03CE
BD18_1410160954_ims.csv 58 1.10041 98.467 26 #960883
BD18_1410160954_ims.csv 56 1.11449 95.472 26 #91B26F
BD18_1410160954_ims.csv 113 0.94781 94.489 26 #541F89
BD18_1410160954_ims.csv 113 1.13856 94.489 26 #541F89
BD18_1410160954_ims.csv 153 0.87444 91.494 26 #47BBFE
BD18_1410160954_ims.csv 78 0.92551 101.478 26 #A9A22D
BD18_1410160954_ims.csv 57 0.97891 93.959 26 #5A6D1B
BD18_1410160954_ims.csv 45 0.88794 115.378 26 #57BB3A
BD18_1410161019_ims.csv 1 0.50351 0 27 #B3D6C8
BD18_1410161019_ims.csv 6 0.81458 3.51 27 #B04473
BD18_1410161019_ims.csv 6 0.79404 3.51 27 #B04473
BD18_1410161019_ims.csv 6 0.5892 3.51 27 #B04473
BD18_1410161019_ims.csv 6 0.68898 3.51 27 #B04473
BD18_1410161019_ims.csv 6 0.7195 2.979 27 #B04473
BD18_1410161019_ims.csv 100 0.49823 7.472 27 #3023EE
BD18_1410161019_ims.csv 100 0.54695 7.472 27 #3023EE
BD18_1410161019_ims.csv 65 0.45245 10.467 27 #079670
BD18_1410161019_ims.csv 38 0.45539 5.975 27 #7FC8C0
BD18_1410161019_ims.csv 119 0.47886 15.974 27 #DF6E96
BD18_1410161019_ims.csv 66 0.47886 24.429 27 #2117F5
BD18_1410161019_ims.csv 1 0.47886 0 27 #B3D6C8
BD18_1410161019_ims.csv 47 0.75882 26.348 27 #31C228
BD18_1410161019_ims.csv 48 0.87092 27.315 27 #C5AE95
BD18_1410161019_ims.csv 48 0.88912 27.315 27 #C5AE95
BD18_1410161019_ims.csv 48 0.8762 27.315 27 #C5AE95
BD18_1410161019_ims.csv 75 0.89616 31.371 27 #BF5C9E
BD18_1410161019_ims.csv 75 0.81282 31.371 27 #BF5C9E
BD18_1410161019_ims.csv 48 0.91553 27.315 27 #C5AE95
BD18_1410161019_ims.csv 75 0.80225 31.371 27 #BF5C9E
BD18_1410161019_ims.csv 48 0.88149 27.315 27 #C5AE95
BD18_1410161019_ims.csv 161 0.78641 31.886 27 #FC89B4
BD18_1410161019_ims.csv 15 0.8451 28.922 27 #EDD2E7
BD18_1410161019_ims.csv 161 0.64613 31.886 27 #FC89B4
BD18_1410161019_ims.csv 110 0.47886 52.26 27 #8C8CD3
BD18_1410161019_ims.csv 89 0.47886 62.712 27 #D9C70A
BD18_1410161019_ims.csv 164 0.47886 79.123 27 #82FFDF
BD18_1410161019_ims.csv 55 1.01002 93.537 27 #033BB3
BD18_1410161019_ims.csv 69 1.01941 95.565 27 #A7DC49
BD18_1410161019_ims.csv 55 1.06636 93.537 27 #033BB3
BD18_1410161019_ims.csv 69 1.08632 95.565 27 #A7DC49
BD18_1410161019_ims.csv 56 1.03526 95.035 27 #91B26F
BD18_1410161019_ims.csv 69 1.04113 95.565 27 #A7DC49
BD18_1410161019_ims.csv 55 1.0781 93.537 27 #033BB3
BD18_1410161019_ims.csv 55 0.95896 93.537 27 #033BB3
BD18_1410161019_ims.csv 71 1.09747 97.047 27 #3A5D16
BD18_1410161019_ims.csv 70 1.12388 97.484 27 #7CCE38
BD18_1410161019_ims.csv 157 1.10921 98.015 27 #EE03CE
BD18_1410161019_ims.csv 77 0.94429 93.023 27 #31E0F7
BD18_1410161019_ims.csv 158 0.9079 100.994 27 #18E764
BD18_1410161019_ims.csv 114 0.90085 92.04 27 #682824
BD18_1410161019_ims.csv 71 1.13914 97.047 27 #3A5D16
BD18_1410161019_ims.csv 157 1.07517 98.015 27 #EE03CE
BD18_1410161019_ims.csv 69 1.11567 95.565 27 #A7DC49
BD18_1410161019_ims.csv 58 1.04524 98.545 27 #960883
BD18_1410161019_ims.csv 78 0.92551 101.525 27 #A9A22D
BD18_1410161019_ims.csv 77 0.95133 93.023 27 #31E0F7
BD18_1410161019_ims.csv 55 0.97833 93.537 27 #033BB3
BD18_1410161019_ims.csv 45 0.88794 115.97 27 #57BB3A
BD18_1410161019_ims.csv 165 0.47886 146.796 27 #0E8D11
BD18_1410161009_ims.csv 1 0.47921 0 28 #B3D6C8
BD18_1410161009_ims.csv 1 0.50329 0 28 #B3D6C8
BD18_1410161009_ims.csv 6 0.82398 3.057 28 #B04473
BD18_1410161009_ims.csv 6 0.89622 3.588 28 #B04473
BD18_1410161009_ims.csv 8 0.58904 4.024 28 #9CC9CA
BD18_1410161009_ims.csv 5 0.69007 4.024 28 #45F6F8
BD18_1410161009_ims.csv 6 0.7952 3.588 28 #B04473
BD18_1410161009_ims.csv 6 0.63544 3.057 28 #B04473
BD18_1410161009_ims.csv 6 0.7212 3.057 28 #B04473
BD18_1410161009_ims.csv 100 0.49918 7.519 28 #3023EE
BD18_1410161009_ims.csv 12 0.54793 7.987 28 #7B2FD1
BD18_1410161009_ims.csv 38 0.4563 6.037 28 #7FC8C0
BD18_1410161009_ims.csv 11 0.64837 19.406 28 #1CC18B
BD18_1410161009_ims.csv 11 0.80342 19.406 28 #1CC18B
BD18_1410161009_ims.csv 66 0.70945 24.944 28 #2117F5
BD18_1410161009_ims.csv 15 0.77347 28.891 28 #EDD2E7
BD18_1410161009_ims.csv 15 0.76113 28.891 28 #EDD2E7
BD18_1410161009_ims.csv 49 0.91502 28.891 28 #21E96F
BD18_1410161009_ims.csv 15 0.81282 28.891 28 #EDD2E7
BD18_1410161009_ims.csv 15 0.83925 28.891 28 #EDD2E7
BD18_1410161009_ims.csv 15 0.85452 28.891 28 #EDD2E7
BD18_1410161009_ims.csv 17 0.64719 28.891 28 #FAF8DF
BD18_1410161009_ims.csv 147 0.82985 55.832 28 #183764
BD18_1410161009_ims.csv 147 0.84336 55.832 28 #183764
BD18_1410161009_ims.csv 147 0.84689 55.832 28 #183764
BD18_1410161009_ims.csv 147 0.85981 55.832 28 #183764
BD18_1410161009_ims.csv 124 0.59785 46.269 28 #6181E6
BD18_1410161009_ims.csv 11 0.59727 19.406 28 #1CC18B
BD18_1410161009_ims.csv 122 0.59727 36.831 28 #B8A76D
BD18_1410161009_ims.csv 147 0.59785 55.832 28 #183764
BD18_1410161009_ims.csv 166 0.58611 69.732 28 #DE5FC6
BD18_1410161009_ims.csv 167 0.68537 85.067 28 #0D9109
BD18_1410161009_ims.csv 55 0.90679 93.522 28 #033BB3
BD18_1410161009_ims.csv 55 0.88095 93.085 28 #033BB3
BD18_1410161009_ims.csv 69 1.05422 96.096 28 #A7DC49
BD18_1410161009_ims.csv 69 1.08065 96.096 28 #A7DC49
BD18_1410161009_ims.csv 34 1.11236 96.611 28 #D68295
BD18_1410161009_ims.csv 34 1.10767 96.611 28 #D68295
BD18_1410161009_ims.csv 69 1.11706 96.096 28 #A7DC49
BD18_1410161009_ims.csv 34 1.0736 96.611 28 #D68295
BD18_1410161009_ims.csv 55 0.87508 93.522 28 #033BB3
BD18_1410161009_ims.csv 69 1.01134 96.096 28 #A7DC49
BD18_1410161009_ims.csv 69 0.95731 96.096 28 #A7DC49
BD18_1410161009_ims.csv 69 1.06655 96.096 28 #A7DC49
BD18_1410161009_ims.csv 34 1.09239 96.611 28 #D68295
BD18_1410161009_ims.csv 71 1.12352 97.063 28 #3A5D16
BD18_1410161009_ims.csv 34 1.13938 96.611 28 #D68295
BD18_1410161009_ims.csv 69 1.03601 96.096 28 #A7DC49
BD18_1410161009_ims.csv 34 1.05774 96.611 28 #D68295
BD18_1410161009_ims.csv 55 0.86979 93.085 28 #033BB3
BD18_1410161009_ims.csv 72 0.88683 99.528 28 #53C928
BD18_1410161009_ims.csv 56 0.90092 95.113 28 #91B26F
BD18_1410161009_ims.csv 69 0.97904 95.565 28 #A7DC49
BD18_1410161009_ims.csv 103 0.92618 99.013 28 #4842EA
BD18_1410161009_ims.csv 73 0.60725 102.086 28 #4BEBC4
BD18_1410161009_ims.csv 45 0.888 115.986 28 #57BB3A
BD18_1410161016_ims.csv 1 0.47921 0 29 #B3D6C8
BD18_1410161016_ims.csv 1 0.50388 0 29 #B3D6C8
BD18_1410161016_ims.csv 6 0.58963 3.494 29 #B04473
BD18_1410161016_ims.csv 6 0.814 3.494 29 #B04473
BD18_1410161016_ims.csv 3 0.63486 2.527 29 #BD9487
BD18_1410161016_ims.csv 5 0.69007 4.009 29 #45F6F8
BD18_1410161016_ims.csv 6 0.7952 3.494 29 #B04473
BD18_1410161016_ims.csv 6 0.71943 2.964 29 #B04473
BD18_1410161016_ims.csv 74 0.49918 6.926 29 #ED8ECB
BD18_1410161016_ims.csv 12 0.54793 7.893 29 #7B2FD1
BD18_1410161016_ims.csv 10 0.53618 8.939 29 #2BE093
BD18_1410161016_ims.csv 87 0.45219 12.901 29 #93F68A
BD18_1410161016_ims.csv 38 0.45572 5.959 29 #7FC8C0
BD18_1410161016_ims.csv 48 0.76818 27.347 29 #C5AE95
BD18_1410161016_ims.csv 49 0.86979 28.298 29 #21E96F
BD18_1410161016_ims.csv 48 0.80284 27.783 29 #C5AE95
BD18_1410161016_ims.csv 15 0.84571 29.359 29 #EDD2E7
BD18_1410161016_ims.csv 82 0.94321 30.326 29 #F59C1A
BD18_1410161016_ims.csv 49 0.87625 28.298 29 #21E96F
BD18_1410161016_ims.csv 49 0.89798 28.298 29 #21E96F
BD18_1410161016_ims.csv 49 0.91619 28.298 29 #21E96F
BD18_1410161016_ims.csv 48 0.76055 27.783 29 #C5AE95
BD18_1410161016_ims.csv 48 0.78756 27.783 29 #C5AE95
BD18_1410161016_ims.csv 48 0.64719 27.783 29 #C5AE95
BD18_1410161016_ims.csv 52 0.60725 89.575 29 #8F87E9
BD18_1410161016_ims.csv 153 0.87625 91.541 29 #47BBFE
BD18_1410161016_ims.csv 77 0.90503 92.508 29 #31E0F7
BD18_1410161016_ims.csv 57 1.02426 94.006 29 #5A6D1B
BD18_1410161016_ims.csv 57 0.95731 94.006 29 #5A6D1B
BD18_1410161016_ims.csv 113 1.05246 94.536 29 #541F89
BD18_1410161016_ims.csv 69 1.05892 96.034 29 #A7DC49
BD18_1410161016_ims.csv 57 0.95143 94.006 29 #5A6D1B
BD18_1410161016_ims.csv 69 1.01134 96.034 29 #A7DC49
BD18_1410161016_ims.csv 69 1.12646 96.034 29 #A7DC49
BD18_1410161016_ims.csv 57 0.94556 94.006 29 #5A6D1B
BD18_1410161016_ims.csv 34 0.93792 96.47 29 #D68295
BD18_1410161016_ims.csv 69 1.07771 96.034 29 #A7DC49
BD18_1410161016_ims.csv 69 1.09651 96.034 29 #A7DC49
BD18_1410161016_ims.csv 113 1.10297 94.536 29 #541F89
BD18_1410161016_ims.csv 157 0.96435 97.952 29 #EE03CE
BD18_1410161016_ims.csv 157 1.08358 97.952 29 #EE03CE
BD18_1410161016_ims.csv 157 1.1153 97.952 29 #EE03CE
BD18_1410161016_ims.csv 69 0.97845 96.034 29 #A7DC49
BD18_1410161016_ims.csv 56 1.06831 95.066 29 #91B26F
BD18_1410161016_ims.csv 69 1.09005 96.034 29 #A7DC49
BD18_1410161016_ims.csv 56 1.10943 95.066 29 #91B26F
BD18_1410161016_ims.csv 113 1.14056 94.536 29 #541F89
BD18_1410161016_ims.csv 114 0.92618 91.978 29 #682824
BD18_1410161016_ims.csv 143 0.60549 104.458 29 #2A7FAA
BD18_1410161016_ims.csv 45 0.888 115.939 29 #57BB3A
BD18_1410160957_ims.csv 1 0.47816 0 30 #B3D6C8
BD18_1410160957_ims.csv 6 0.8226 2.98 30 #B04473
BD18_1410160957_ims.csv 8 0.58906 3.947 30 #9CC9CA
BD18_1410160957_ims.csv 3 0.63483 2.449 30 #BD9487
BD18_1410160957_ims.csv 5 0.68881 3.947 30 #45F6F8
BD18_1410160957_ims.csv 6 0.79384 3.432 30 #B04473
BD18_1410160957_ims.csv 6 0.71932 3.432 30 #B04473
BD18_1410160957_ims.csv 100 0.49928 7.457 30 #3023EE
BD18_1410160957_ims.csv 100 0.5474 7.457 30 #3023EE
BD18_1410160957_ims.csv 38 0.45586 5.881 30 #7FC8C0
BD18_1410160957_ims.csv 41 0.59669 14.383 30 #4DEB4C
BD18_1410160957_ims.csv 11 0.82377 19.297 30 #1CC18B
BD18_1410160957_ims.csv 11 0.80265 19.297 30 #1CC18B
BD18_1410160957_ims.csv 11 0.849 19.297 30 #1CC18B
BD18_1410160957_ims.csv 11 0.64715 19.297 30 #1CC18B
BD18_1410160957_ims.csv 40 0.57498 22.807 30 #C0ECE7
BD18_1410160957_ims.csv 49 0.85194 28.813 30 #21E96F
BD18_1410160957_ims.csv 49 0.78856 28.813 30 #21E96F
BD18_1410160957_ims.csv 49 0.81203 28.813 30 #21E96F
BD18_1410160957_ims.csv 49 0.83961 28.813 30 #21E96F
BD18_1410160957_ims.csv 49 0.87893 28.813 30 #21E96F
BD18_1410160957_ims.csv 49 0.64656 28.813 30 #21E96F
BD18_1410160957_ims.csv 124 0.59728 46.192 30 #6181E6
BD18_1410160957_ims.csv 49 0.59669 28.813 30 #21E96F
