measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1511121716_ims.csv	p1	0.4787	0	208.442	831	0
BD18_1511121716_ims.csv	p2	0.50426	0	18.6391	875	0
BD18_1511121716_ims.csv	p3	0.71982	29.437	21.3288	1246	59
BD18_1511121716_ims.csv	p4	0.549	2.449	31.4337	952	5
BD18_1511121716_ims.csv	p6	0.58677	3.432	66.8648	1017	7
BD18_1511121716_ims.csv	p7	1.08179	97.172	21.6815	1869	195
BD18_1511121716_ims.csv	p8	0.81569	29.437	200.617	1411	59
BD18_1511121716_ims.csv	p9	0.45255	5.023	212.796	786	10
BD18_1511121716_ims.csv	p11	0.71285	5.023	11.4381	1234	10
BD18_1511121716_ims.csv	p13	1.10271	97.718	17.2079	1905	196
BD18_1511121716_ims.csv	p17	0.58154	7.94	13.4568	1008	16
BD18_1511121716_ims.csv	p18	1.04577	96.735	31.2423	1807	194
BD18_1511121716_ims.csv	p19	0.84357	29.437	119.932	1459	59
BD18_1511121716_ims.csv	p21	1.05564	96.735	27.0984	1824	194
BD18_1511121716_ims.csv	p22	0.59722	27.924	100.824	1035	56
BD18_1511121716_ims.csv	p23	1.11549	97.718	18.475	1927	196
BD18_1511121716_ims.csv	p24	0.6867	29.437	27.7149	1189	59
BD18_1511121716_ims.csv	p25	1.07133	96.735	24.0286	1851	194
BD18_1511121716_ims.csv	p26	1.14512	97.718	43.1773	1978	196
BD18_1511121716_ims.csv	p28	0.64312	29.437	490.299	1114	59
BD18_1511121716_ims.csv	p29	0.59722	37.923	71.1518	1035	76
BD18_1511121716_ims.csv	p30	0.56875	7.488	11.9659	986	15
BD18_1511121716_ims.csv	p33	1.06552	97.718	24.3159	1841	196
BD18_1511121716_ims.csv	p35	0.97604	97.172	62.1121	1687	195
BD18_1511121716_ims.csv	p36	0.44558	33.867	23.0423	774	68
BD18_1511121716_ims.csv	p38	0.76281	8.455	30.3956	1320	17
BD18_1511121716_ims.csv	p39	1.112	96.735	17.3575	1921	194
BD18_1511121716_ims.csv	p40	0.44558	44.428	20.6864	774	89
BD18_1511121716_ims.csv	p41	0.9987	97.172	51.1528	1726	195
BD18_1511121716_ims.csv	p43	0.49555	9.89	97.1931	860	20
BD18_1511121716_ims.csv	p44	0.72214	50.856	50.885	1250	102
BD18_1511121716_ims.csv	p45	1.1242	97.172	18.416	1942	195
BD18_1511121716_ims.csv	p46	0.49729	5.46	243.51	863	11
BD18_1511121716_ims.csv	p47	0.95513	98.763	64.0364	1651	198
BD18_1511121716_ims.csv	p48	0.94932	98.763	65.4169	1641	198
BD18_1511121716_ims.csv	p49	0.53564	9.89	44.5914	929	20
BD18_1511121716_ims.csv	p50	0.92724	101.681	130.926	1603	204
BD18_1511121716_ims.csv	p51	0.8337	56.316	78.5936	1442	113
BD18_1511121716_ims.csv	p52	1.0905	98.155	19.6461	1884	197
BD18_1511121716_ims.csv	p54	0.84938	56.316	68.4843	1469	113
BD18_1511121716_ims.csv	p55	0.549	7.488	732.641	952	15
BD18_1511121716_ims.csv	p59	0.63906	23.446	11.9048	1107	47
BD18_1511121716_ims.csv	p60	0.86391	56.316	100.96	1494	113
BD18_1511121716_ims.csv	p61	0.68961	20.872	14.3217	1194	42
BD18_1511121716_ims.csv	p62	0.64429	111.68	52.9307	1116	224
BD18_1511121716_ims.csv	p63	0.69193	5.99	10.8711	1198	12
BD18_1511121716_ims.csv	p65	0.59897	55.364	684.378	1038	111
BD18_1511121716_ims.csv	p66	0.69019	13.4	21.644	1195	27
BD18_1511121716_ims.csv	p67	0.60768	103.693	148.042	1053	208
BD18_1511121716_ims.csv	p68	0.61175	70.793	22.7576	1060	142
BD18_1511121716_ims.csv	p69	0.57805	23.446	34.8173	1002	47
BD18_1511121716_ims.csv	p71	0.76339	140.135	55.6265	1321	281
BD18_1511121716_ims.csv	p72	0.44674	16.489	42.2845	776	33
BD18_1511121716_ims.csv	p73	0.44616	25.381	28.1895	775	51
BD18_1511121716_ims.csv	p74	0.58793	70.793	48.1789	1019	142
BD18_1511121716_ims.csv	p75	0.6989	25.911	25.8103	1210	52
BD18_1511121716_ims.csv	p77	0.66288	78.795	13.7916	1148	158
BD18_1511121716_ims.csv	p78	0.68205	86.751	24.1412	1181	174
