measurement_name	peak_name	t	r	signal	index_t	index_r
temp_BD18_1408280844_ims.csv	p1	0.47876	-3	36.8582	709	0
temp_BD18_1408280844_ims.csv	p2	0.50293	-3	10.1459	751	0
temp_BD18_1408280844_ims.csv	p5	0.89658	0	21.6255	1435	59
temp_BD18_1408280844_ims.csv	p6	0.79529	-2	26.3348	1259	7
temp_BD18_1408280844_ims.csv	p7	0.7527	-1	10.8688	1185	8
temp_BD18_1408280844_ims.csv	p8	0.45459	-1	10.903	667	12
temp_BD18_1408280844_ims.csv	p9	1.06117	-1	22.5118	1721	194
temp_BD18_1408280844_ims.csv	p10	0.49718	0	36.0507	741	13
temp_BD18_1408280844_ims.csv	p11	0.92593	-1	75.6375	1486	189
temp_BD18_1408280844_ims.csv	p12	0.81773	0	20.2408	1298	59
temp_BD18_1408280844_ims.csv	p13	0.91672	0	31.0938	1470	59
temp_BD18_1408280844_ims.csv	p14	1.00017	-1	42.1452	1615	194
temp_BD18_1408280844_ims.csv	p15	1.0324	-2	30.2847	1671	195
temp_BD18_1408280844_ims.csv	p17	0.64451	0	236.602	997	59
temp_BD18_1408280844_ims.csv	p18	0.58868	-1	19.8397	900	8
temp_BD18_1408280844_ims.csv	p19	0.62264	-1	14.4726	959	8
temp_BD18_1408280844_ims.csv	p20	0.69055	-1	15.4619	1077	8
temp_BD18_1408280844_ims.csv	p22	0.85917	-1	10.8392	1370	8
temp_BD18_1408280844_ims.csv	p24	1.11584	-1	19.2667	1816	194
temp_BD18_1408280844_ims.csv	p25	0.63645	2	22.4985	983	6
temp_BD18_1408280844_ims.csv	p26	1.05657	-1	23.1333	1713	194
temp_BD18_1408280844_ims.csv	p27	1.04736	-1	25.7446	1697	194
temp_BD18_1408280844_ims.csv	p28	0.75903	-1	14.4177	1196	58
temp_BD18_1408280844_ims.csv	p29	0.54782	-2	227.039	829	15
temp_BD18_1408280844_ims.csv	p30	1.08131	-2	19.5695	1756	195
temp_BD18_1408280844_ims.csv	p33	1.09628	-2	16.304	1782	195
temp_BD18_1408280844_ims.csv	p34	1.02779	-1	31.4775	1663	194
temp_BD18_1408280844_ims.csv	p35	0.76364	0	13.7505	1204	59
temp_BD18_1408280844_ims.csv	p36	0.98002	-1	60.0136	1580	194
temp_BD18_1408280844_ims.csv	p37	0.95528	-1	45.1063	1537	194
temp_BD18_1408280844_ims.csv	p38	1.12217	-1	18.059	1827	194
temp_BD18_1408280844_ims.csv	p39	0.60652	0	38.8849	931	206
temp_BD18_1408280844_ims.csv	p40	0.88909	-1	24.5189	1422	234
temp_BD18_1408280844_ims.csv	p41	0.96161	-1	45.1188	1548	194
temp_BD18_1408280844_ims.csv	p42	0.78435	0	14.1949	1240	59
temp_BD18_1408280844_ims.csv	p43	0.94434	-1	45.1405	1518	194
temp_BD18_1408280844_ims.csv	p45	1.08879	-2	17.6568	1769	195
temp_BD18_1408280844_ims.csv	p47	1.05254	-2	24.2651	1706	195
temp_BD18_1408280844_ims.csv	p48	1.01628	-1	36.0284	1643	194
temp_BD18_1408280844_ims.csv	p49	1.13944	-1	27.7649	1857	194
temp_BD18_1408280844_ims.csv	p50	0.80219	0	14.7987	1271	59
temp_BD18_1408280844_ims.csv	p51	1.06808	-1	21.3332	1733	194
temp_BD18_1408280844_ims.csv	p52	0.84651	0	198.865	1348	59
temp_BD18_1408280844_ims.csv	p53	0.87816	0	27.7666	1403	59
temp_BD18_1408280844_ims.csv	p54	1.07556	-1	19.648	1746	194
