measurement_name	peak_name	t	r	signal	index_t	index_r
temp_BD18_1408280851_ims.csv	p1	0.47899	0	57.7586	709	0
temp_BD18_1408280851_ims.csv	p2	0.82618	-1	14.6372	1312	113
temp_BD18_1408280851_ims.csv	p4	0.49684	-2	34.5337	740	14
temp_BD18_1408280851_ims.csv	p6	0.89815	-1	13.6556	1437	7
temp_BD18_1408280851_ims.csv	p7	0.58839	0	13.2398	899	8
temp_BD18_1408280851_ims.csv	p8	0.62293	0	12.2533	959	8
temp_BD18_1408280851_ims.csv	p9	0.84633	-1	13.9169	1347	113
temp_BD18_1408280851_ims.csv	p10	0.54866	1	71.4289	830	16
temp_BD18_1408280851_ims.csv	p11	1.05649	-1	18.1662	1712	194
temp_BD18_1408280851_ims.csv	p12	0.63675	1	26.9521	983	6
temp_BD18_1408280851_ims.csv	p13	0.6903	0	13.9002	1076	8
temp_BD18_1408280851_ims.csv	p14	0.8613	-1	21.6837	1373	113
temp_BD18_1408280851_ims.csv	p15	0.78357	1	10.1022	1238	58
temp_BD18_1408280851_ims.csv	p16	1.10658	-1	12.1999	1799	193
temp_BD18_1408280851_ims.csv	p17	1.07434	-2	15.1423	1743	195
temp_BD18_1408280851_ims.csv	p18	0.79682	0	26.8171	1261	8
temp_BD18_1408280851_ims.csv	p19	0.95573	-1	38.4677	1537	194
temp_BD18_1408280851_ims.csv	p20	0.59817	0	455.114	916	112
temp_BD18_1408280851_ims.csv	p21	1.12098	-1	14.2701	1824	193
temp_BD18_1408280851_ims.csv	p22	1.11119	-1	12.9335	1807	194
temp_BD18_1408280851_ims.csv	p23	0.45365	1	20.2494	665	13
temp_BD18_1408280851_ims.csv	p26	0.84173	2	12.7439	1339	47
temp_BD18_1408280851_ims.csv	p27	1.0254	-2	24.4437	1658	195
temp_BD18_1408280851_ims.csv	p28	1.08528	-1	13.6802	1762	194
temp_BD18_1408280851_ims.csv	p33	1.03634	-1	22.2559	1677	194
temp_BD18_1408280851_ims.csv	p34	1.07089	-1	14.8752	1737	193
temp_BD18_1408280851_ims.csv	p35	0.95228	-1	38.9977	1531	194
temp_BD18_1408280851_ims.csv	p36	0.94767	-1	39.8903	1523	194
temp_BD18_1408280851_ims.csv	p37	1.08125	-1	13.6985	1755	194
temp_BD18_1408280851_ims.csv	p38	0.96264	-1	39.1688	1549	193
temp_BD18_1408280851_ims.csv	p39	1.04498	-1	20.4975	1692	194
temp_BD18_1408280851_ims.csv	p40	1.09507	-1	12.7767	1779	194
temp_BD18_1408280851_ims.csv	p41	1.09046	-1	13.3899	1771	194
temp_BD18_1408280851_ims.csv	p42	1.12731	-1	13.0743	1835	194
temp_BD18_1408280851_ims.csv	p43	1.1394	-1	20.5191	1856	194
temp_BD18_1408280851_ims.csv	p44	1.05131	-1	18.9065	1703	194
temp_BD18_1408280851_ims.csv	p45	0.81351	1	167.479	1290	58
temp_BD18_1408280851_ims.csv	p46	1.02079	-1	26.3405	1650	194
temp_BD18_1408280851_ims.csv	p47	1.10083	-1	12.1963	1789	193
temp_BD18_1408280851_ims.csv	p48	0.97991	-1	51.7757	1579	194
temp_BD18_1408280851_ims.csv	p49	1.1158	-2	14.5059	1815	195
temp_BD18_1408280851_ims.csv	p51	0.84058	-2	132.141	1337	59
temp_BD18_1408280851_ims.csv	p52	0.91773	0	14.2574	1471	60
temp_BD18_1408280851_ims.csv	p53	0.92579	-1	77.978	1485	197
temp_BD18_1408280851_ims.csv	p55	0.64424	1	205.888	996	58
temp_BD18_1408280851_ims.csv	p60	0.83309	0	16.1201	1324	112
temp_BD18_1408280851_ims.csv	p62	0.60796	-1	36.7153	933	204
temp_BD18_1408280851_ims.csv	p63	0.88952	1	17.7563	1422	234
