measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1511110857_ims.csv	p1	0.47914	0	152.298	829	0
BD18_1511110857_ims.csv	p2	0.50188	0	11.5645	868	0
BD18_1511110857_ims.csv	p3	0.49721	7.004	256.876	860	14
BD18_1511110857_ims.csv	p4	0.64121	92.711	12.2714	1107	186
BD18_1511110857_ims.csv	p5	0.69017	3.51	14.5994	1191	7
BD18_1511110857_ims.csv	p6	0.64995	92.258	10.0564	1122	185
BD18_1511110857_ims.csv	p7	0.65053	3.51	12.6204	1123	7
BD18_1511110857_ims.csv	p8	1.05161	97.204	24.6427	1811	195
BD18_1511110857_ims.csv	p9	0.5491	7.441	177.192	949	15
BD18_1511110857_ims.csv	p10	0.84291	29.422	65.4827	1453	59
BD18_1511110857_ims.csv	p12	1.09884	96.767	16.2249	1892	194
BD18_1511110857_ims.csv	p13	0.59807	28.439	162.275	1033	57
BD18_1511110857_ims.csv	p14	0.56484	17.487	10.2244	976	35
BD18_1511110857_ims.csv	p15	0.45349	4.992	42.8132	785	10
BD18_1511110857_ims.csv	p16	0.64412	29.422	397.795	1112	59
BD18_1511110857_ims.csv	p17	0.59807	37.892	14.1066	1033	76
BD18_1511110857_ims.csv	p19	0.48847	44.928	15.8878	845	90
BD18_1511110857_ims.csv	p20	0.58816	3.51	101.163	1016	7
BD18_1511110857_ims.csv	p21	0.56833	17.924	11.2269	982	36
BD18_1511110857_ims.csv	p23	0.59865	19.937	31.3664	1034	40
BD18_1511110857_ims.csv	p24	1.08135	96.767	19.4196	1862	194
BD18_1511110857_ims.csv	p25	0.72224	50.887	30.6894	1246	102
BD18_1511110857_ims.csv	p27	0.57766	22.916	31.9024	998	46
BD18_1511110857_ims.csv	p30	0.50946	10.545	42.4668	881	21
BD18_1511110857_ims.csv	p31	0.84699	56.347	24.482	1460	113
BD18_1511110857_ims.csv	p32	0.81435	56.347	16.5733	1404	113
BD18_1511110857_ims.csv	p33	0.833	56.347	29.7301	1436	113
BD18_1511110857_ims.csv	p34	0.97758	96.767	55.438	1684	194
BD18_1511110857_ims.csv	p35	0.92686	99.668	127.991	1597	200
BD18_1511110857_ims.csv	p36	0.86215	56.347	38.0534	1486	113
BD18_1511110857_ims.csv	p37	0.59865	56.347	649.197	1034	113
BD18_1511110857_ims.csv	p39	0.58816	70.762	21.7859	1016	142
BD18_1511110857_ims.csv	p42	0.48847	64.756	14.0988	845	130
BD18_1511110857_ims.csv	p45	0.48847	81.744	18.7452	845	164
BD18_1511110857_ims.csv	p46	0.81493	29.422	110.578	1405	59
BD18_1511110857_ims.csv	p47	1.11691	96.767	18.2289	1923	194
BD18_1511110857_ims.csv	p49	1.09301	97.204	16.961	1882	195
BD18_1511110857_ims.csv	p51	0.95951	96.767	52.222	1653	194
BD18_1511110857_ims.csv	p53	1.05686	97.204	23.7867	1820	195
BD18_1511110857_ims.csv	p54	1.0283	97.204	32.4282	1771	195
BD18_1511110857_ims.csv	p55	1.00381	96.767	41.3848	1729	194
BD18_1511110857_ims.csv	p56	0.60739	102.211	128.266	1049	205
BD18_1511110857_ims.csv	p57	0.6447	111.634	32.3209	1113	224
BD18_1511110857_ims.csv	p58	0.96417	96.767	51.4489	1661	194
BD18_1511110857_ims.csv	p59	0.89072	117.078	19.0261	1535	235
BD18_1511110857_ims.csv	p60	0.76654	140.525	13.5052	1322	282
BD18_1511110857_ims.csv	p68	1.01372	96.767	37.8579	1746	194
BD18_1511110857_ims.csv	p69	1.14256	96.767	38.2117	1967	194
BD18_1511110857_ims.csv	p71	0.48847	147.545	23.0293	845	296
BD18_1511110857_ims.csv	p72	0.95543	96.767	52.9502	1646	194
BD18_1511110857_ims.csv	p73	1.03529	97.204	29.5426	1783	195
BD18_1511110857_ims.csv	p74	1.12332	97.204	17.6415	1934	195
BD18_1511110857_ims.csv	p75	0.96942	96.767	51.5475	1670	194
BD18_1511110857_ims.csv	p76	1.06269	96.767	22.3251	1830	194
BD18_1511110857_ims.csv	p77	1.10466	96.767	15.9185	1902	194
