measurement_name	peak_name	t	r	signal	index_t	index_r
temp_BD18_1408280826_ims.csv	p1	0.47876	-2	52.1122	709	0
temp_BD18_1408280826_ims.csv	p3	0.49718	3	29.8876	741	13
temp_BD18_1408280826_ims.csv	p4	0.50351	-2	16.3721	752	0
temp_BD18_1408280826_ims.csv	p7	1.11872	2	20.0615	1821	191
temp_BD18_1408280826_ims.csv	p8	0.71299	3	11.877	1116	8
temp_BD18_1408280826_ims.csv	p10	1.03585	1	33.3946	1677	193
temp_BD18_1408280826_ims.csv	p13	0.95643	-1	46.1841	1539	195
temp_BD18_1408280826_ims.csv	p14	1.0721	2	23.5337	1740	196
temp_BD18_1408280826_ims.csv	p15	0.58811	3	50.7981	899	8
temp_BD18_1408280826_ims.csv	p16	1.09973	0	17.9646	1788	192
temp_BD18_1408280826_ims.csv	p17	1.12735	1	19.4167	1836	193
temp_BD18_1408280826_ims.csv	p19	1.02606	2	36.7013	1660	194
temp_BD18_1408280826_ims.csv	p20	1.05714	0	26.79	1714	192
temp_BD18_1408280826_ims.csv	p22	0.9806	-1	64.8805	1581	195
temp_BD18_1408280826_ims.csv	p25	1.08649	2	20.1536	1765	198
temp_BD18_1408280826_ims.csv	p26	1.09225	-1	18.6669	1775	195
temp_BD18_1408280826_ims.csv	p28	0.5484	1	144.473	830	15
temp_BD18_1408280826_ims.csv	p29	0.94319	0	44.8106	1516	192
temp_BD18_1408280826_ims.csv	p30	1.05081	2	28.5511	1703	194
temp_BD18_1408280826_ims.csv	p31	1.00592	1	45.2067	1625	193
temp_BD18_1408280826_ims.csv	p32	1.01686	2	39.9362	1644	194
temp_BD18_1408280826_ims.csv	p38	1.10433	2	18.2323	1796	194
temp_BD18_1408280826_ims.csv	p41	0.96103	-1	46.9888	1547	195
temp_BD18_1408280826_ims.csv	p42	0.80104	1	11.3807	1269	62
temp_BD18_1408280826_ims.csv	p43	0.62264	3	12.9801	959	9
temp_BD18_1408280826_ims.csv	p44	0.81083	2	16.9762	1286	56
temp_BD18_1408280826_ims.csv	p45	0.95067	2	45.7917	1529	191
temp_BD18_1408280826_ims.csv	p49	1.06808	-1	23.8354	1733	195
temp_BD18_1408280826_ims.csv	p51	0.84651	1	552.932	1348	59
temp_BD18_1408280826_ims.csv	p52	0.82349	-1	22.2173	1308	57
temp_BD18_1408280826_ims.csv	p53	1.07901	-1	21.115	1752	195
temp_BD18_1408280826_ims.csv	p54	0.79586	4	34.8056	1260	7
temp_BD18_1408280826_ims.csv	p56	0.92593	1	74.4671	1486	203
temp_BD18_1408280826_ims.csv	p57	0.69055	3	53.8616	1077	8
temp_BD18_1408280826_ims.csv	p58	1.14001	-1	32.2603	1858	195
temp_BD18_1408280826_ims.csv	p59	0.89888	2	12.5021	1439	56
temp_BD18_1408280826_ims.csv	p60	1.09455	2	18.6754	1779	196
temp_BD18_1408280826_ims.csv	p61	1.11584	1	20.8433	1816	197
temp_BD18_1408280826_ims.csv	p65	0.90578	-1	13.778	1451	57
temp_BD18_1408280826_ims.csv	p66	0.75328	3	24.6621	1186	8
temp_BD18_1408280826_ims.csv	p69	0.87471	-1	22.6466	1397	57
temp_BD18_1408280826_ims.csv	p70	0.60595	2	34.6147	930	209
temp_BD18_1408280826_ims.csv	p71	0.88967	1	11.3302	1423	234
temp_BD18_1408280826_ims.csv	p72	0.81658	-1	19.4096	1296	57
temp_BD18_1408280826_ims.csv	p74	0.91729	-1	25.9113	1471	57
temp_BD18_1408280826_ims.csv	p75	0.76018	2	11.9319	1198	56
temp_BD18_1408280826_ims.csv	p77	0.78378	0	12.7276	1239	55
temp_BD18_1408280826_ims.csv	p83	0.64451	2	179.882	997	56
temp_BD18_1408280826_ims.csv	p84	0.57832	1	21.3806	882	81
